Name,Cells,Common (1),Uncommon (2),Rare (3),Epic (4),Legendary (5),Unreal (6),Common (1),Uncommon (2),Rare (3),Epic (4),Legendary (5),Unreal (6),set,Common ID,Uncommon ID,Rare,Epic ID,Legendary ID,Unreal ID,Legacy ID,Legacy
Wishing Bell,1,20 000,52500,137865,361935,950145,2494170,0.50%,0.53%,0.55%,0.58%,0.61%,0.64%,,61b9cce478d63d64cd626fe2,631f79538238ed283a2339bf,631f79548238ed283a2339cc,631f79558238ed283a2339d9,631f79568238ed283a2339e6,631f79578238ed283a2339f3,,
Jellier,1,20 000,52500,137865,361935,950145,2494170,0.50%,0.53%,0.55%,0.58%,0.61%,0.64%,,61b9cce478d63d64cd626fe3,631f795e8238ed283a233a41,631f795f8238ed283a233a4e,631f79608238ed283a233a5b,631f79618238ed283a233a68,631f79638238ed283a233a75,,
Tinsel Town,2,22 500,59115,155190,407400,1069425,2807280,0.50%,0.53%,0.55%,0.58%,0.61%,0.64%,,61b9cce478d63d64cd626fdd,631f793d8238ed283a2338bb,631f793e8238ed283a2338c8,631f793f8238ed283a2338d5,631f79408238ed283a2338e2,631f79418238ed283a2338ef,,
Jelly Bones,2,26 000,68250,179235,470505,1235115,3242190,0.50%,0.53%,0.55%,0.58%,0.61%,0.64%,,61b9cce178d63d64cd626fd0,631f79278238ed283a2337b7,631f79288238ed283a2337c4,631f79298238ed283a2337d1,631f792a8238ed283a2337de,631f792b8238ed283a2337eb,,
The Evergreen,2,60 000,157500,413490,1085490,2849490,7479990,1.00%,1.05%,1.10%,1.16%,1.22%,1.28%,,61b9cce178d63d64cd626fd2,631f79378238ed283a23387a,631f79388238ed283a233887,631f79398238ed283a233894,631f793a8238ed283a2338a1,631f793c8238ed283a2338ae,,
Snowy Blowy,2,65 000,170625,447930,1175895,3086790,8102850,1.00%,1.05%,1.10%,1.16%,1.22%,1.28%,,61b9cce178d63d64cd626fd1,631f79328238ed283a233839,631f79338238ed283a233846,631f79348238ed283a233853,631f79358238ed283a233860,631f79368238ed283a23386d,,
First Class,2,270 000,708750,1860495,4883865,12820185,33653025,4.00%,4.20%,4.41%,4.63%,4.86%,5.11%,,61b9cce178d63d64cd626fcf,631f79218238ed283a233776,631f79228238ed283a233783,631f79248238ed283a233790,631f79258238ed283a23379d,631f79268238ed283a2337aa,,
Polar Express,2,270 000,708750,1860495,4883865,12820185,33653025,4.00%,4.20%,4.41%,4.63%,4.86%,5.11%,,61b9cce178d63d64cd626fce,631f792c8238ed283a2337f8,631f792d8238ed283a233805,631f792e8238ed283a233812,631f792f8238ed283a23381f,631f79318238ed283a23382c,,
RollerArc S1,1,150,420,1155,3045,8085,21315,0.10%,0.11%,0.11%,0.12%,0.12%,0.13%,,61b9cce478d63d64cd626fe5,631f79648238ed283a233a82,631f79658238ed283a233a8f,631f79668238ed283a233a9c,631f79678238ed283a233aa9,631f79688238ed283a233ab6,61bb6127698d2f88e80c7781,
RollerArc SX,2,1 000,2625,6930,18270,47985,126000,1.00%,1.05%,1.10%,1.16%,1.22%,1.28%,,61b9cce478d63d64cd626fe4,631f79698238ed283a233ac3,631f796a8238ed283a233ad0,631f796b8238ed283a233add,631f796c8238ed283a233aea,631f796e8238ed283a233af7,61bb6127698d2f88e80c7780,
RollerFamily,2,800 000,2100000,5512500,14470365,37984800,99710100,4.00%,4.20%,4.41%,4.63%,4.86%,5.11%,,61e7ff8aa258d581601dca8e,631f796f8238ed283a233b04,631f79708238ed283a233b11,631f79718238ed283a233b1e,631f79728238ed283a233b2b,631f79738238ed283a233b38,,
RollerMillion 2,2,2 000 000,5250000,13781250,36175860,94961685,249274515,9.00%,9.45%,9.92%,10.42%,10.94%,11.49%,,61e7ffd8a258d581601f8c9e,631f79748238ed283a233b45,631f79758238ed283a233b52,631f79768238ed283a233b5f,631f79788238ed283a233b6c,631f79798238ed283a233b79,,
Crimson Spark,1,20 000,52500,137865,361935,950145,2494170,0.50%,0.53%,0.55%,0.58%,0.61%,0.64%,,61f9356a8b46ce6889390252,631f79a08238ed283a233d4d,631f79a18238ed283a233d5a,631f79a28238ed283a233d67,631f79a38238ed283a233d74,631f79a58238ed283a233d81,,
Fortune’s Charm,1,20 000,52500,137865,361935,950145,2494170,0.50%,0.53%,0.55%,0.58%,0.61%,0.64%,,61f9356a8b46ce6889390253,631f79a68238ed283a233d8e,631f79a78238ed283a233d9b,631f79a88238ed283a233da8,631f79a98238ed283a233db5,631f79aa8238ed283a233dc2,,
Emperor's Treasure,2,40 000,105000,275625,723555,1899345,4985820,1.00%,1.05%,1.10%,1.16%,1.22%,1.28%,,61f9356a8b46ce688939024f,631f79908238ed283a233c8a,631f79918238ed283a233c97,631f79928238ed283a233ca4,631f79938238ed283a233cb1,631f79948238ed283a233cbe,,
Crimson Bloom,2,40 000,105000,275625,723555,1899345,4985820,1.00%,1.05%,1.10%,1.16%,1.22%,1.28%,,61f9356a8b46ce6889390250,631f79958238ed283a233ccb,631f79968238ed283a233cd8,631f79978238ed283a233ce5,631f79998238ed283a233cf2,631f799a8238ed283a233cff,,
Dragon's Breath,2,50 000,131250,344610,904680,2374785,6233850,1.50%,1.58%,1.65%,1.74%,1.82%,1.91%,,61f9356a8b46ce688939024c,631f797f8238ed283a233bc7,631f79808238ed283a233bd4,631f79818238ed283a233be1,631f79828238ed283a233bee,631f79848238ed283a233bfb,,
King of Beasts,2,50 000,131250,344610,904680,2374785,6233850,1.00%,1.05%,1.10%,1.16%,1.22%,1.28%,,61f9356a8b46ce6889390251,631f799b8238ed283a233d0c,631f799c8238ed283a233d19,631f799d8238ed283a233d26,631f799e8238ed283a233d33,631f799f8238ed283a233d40,,
青火龙 (Azure Dragon),2,200 000,525000,1378125,3617670,9496410,24928155,3.00%,3.15%,3.31%,3.47%,3.65%,3.83%,,61f9356a8b46ce688939024e,631f79858238ed283a233c08,631f79868238ed283a233c15,631f79878238ed283a233c22,631f79888238ed283a233c2f,631f79898238ed283a233c3c,,
黃帝 (Yellow Emperor),2,200 000,525000,1378125,3617670,9496410,24928155,3.00%,3.15%,3.31%,3.47%,3.65%,3.83%,,61f9356a8b46ce688939024d,631f798a8238ed283a233c49,631f798b8238ed283a233c56,631f798c8238ed283a233c63,631f798e8238ed283a233c70,631f798f8238ed283a233c7d,,
Chunxi Road,2,1 150 000,3018750,7924245,20801235,54603255,143333610,6.00%,6.30%,6.62%,6.95%,7.29%,7.66%,,61f9356a8b46ce688939024b,631f797a8238ed283a233b86,631f797b8238ed283a233b93,631f797c8238ed283a233ba0,631f797d8238ed283a233bad,631f797e8238ed283a233bba,,
Sovereignty,2,50 000,131250,344610,904680,2374785,6233850,0.75%,0.79%,0.83%,0.87%,0.91%,0.96%,,622f4123a258d58160a2f1ce,631f79ab8238ed283a233dcf,631f79ac8238ed283a233ddc,631f79ad8238ed283a233de9,631f79ae8238ed283a233df6,631f79b08238ed283a233e03,,
Unity,2,50 000,131250,344610,904680,2374785,6233850,0.75%,0.79%,0.83%,0.87%,0.91%,0.96%,,622f42d9a258d58160aadb92,631f79b18238ed283a233e10,631f79b28238ed283a233e1d,631f79b38238ed283a233e2a,631f79b48238ed283a233e37,631f79b58238ed283a233e44,,
Clover-n'-Over,2,530 000,1391250,3652110,9586815,25165455,66059385,2.50%,2.63%,2.76%,2.89%,3.04%,3.19%,,62324419a258d5816074aeb1,631f79b68238ed283a233e51,631f79b78238ed283a233e5e,631f79b88238ed283a233e6b,631f79b98238ed283a233e78,631f79bb8238ed283a233e85,,
Uniminer-42,2,50 000,131250,344610,904680,2374785,6233850,0.50%,0.53%,0.55%,0.58%,0.61%,0.64%,,6244499b42a0cd1b7d67ca1e,631f79bc8238ed283a233e92,631f79bd8238ed283a233e9f,631f79be8238ed283a233eac,631f79bf8238ed283a233eb9,631f79c08238ed283a233ec6,,
Minerzaurus,1,1,105,315,840,2205,5880,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,,624449f142a0cd1b7d693be8,631f79c18238ed283a233ed3,631f79c28238ed283a233ee0,631f79c38238ed283a233eed,631f79c48238ed283a233efa,631f79c68238ed283a233f07,,
Petroglyph,2,25 000,65625,172305,452340,1187445,3117135,0.25%,0.26%,0.28%,0.29%,0.30%,0.32%,,62444c9142a0cd1b7d749f2a,631f79c78238ed283a233f14,631f79c88238ed283a233f21,631f79c98238ed283a233f2e,631f79ca8238ed283a233f3b,631f79cb8238ed283a233f48,,
The Sacrifice,2,35 000,91875,241185,633150,1662045,4362960,0.25%,0.26%,0.28%,0.29%,0.30%,0.32%,,62444dee42a0cd1b7d7a2222,631f79cc8238ed283a233f55,631f79cd8238ed283a233f62,631f79ce8238ed283a233f6f,631f79cf8238ed283a233f7c,631f79d18238ed283a233f89,,
Acropolis,2,50 000,131250,344610,904680,2374785,6233850,0.50%,0.53%,0.55%,0.58%,0.61%,0.64%,,62444e1b42a0cd1b7d7ae198,631f79d28238ed283a233f96,631f79d38238ed283a233fa3,631f79d48238ed283a233fb0,631f79d58238ed283a233fbd,631f79d68238ed283a233fca,,
Ramesses II,2,65 000,170625,447930,1175895,3086790,8102850,0.50%,0.53%,0.55%,0.58%,0.61%,0.64%,,62444e4f42a0cd1b7d7bce01,631f79d78238ed283a233fd7,631f79d88238ed283a233fe4,631f79d98238ed283a233ff1,631f79da8238ed283a233ffe,631f79db8238ed283a23400b,,
Richie's Castle,2,80 000,210000,551250,1447110,3798690,9971640,0.50%,0.53%,0.55%,0.58%,0.61%,0.64%,,62444e8a42a0cd1b7d7ccef3,631f79dd8238ed283a234018,631f79de8238ed283a234025,631f79df8238ed283a234032,631f79e08238ed283a23403f,631f79e18238ed283a23404c,,
Roller Industries Co.,2,120 000,315000,826875,2170560,5697720,14956515,1.00%,1.05%,1.10%,1.16%,1.22%,1.28%,,62444ec242a0cd1b7d7dc2b0,631f79e28238ed283a234059,631f79e38238ed283a234066,631f79e48238ed283a234073,631f79e58238ed283a234080,631f79e68238ed283a23408d,,
Think-Tronik,2,180 000,472500,1240365,3256050,8547210,22436505,1.00%,1.05%,1.10%,1.16%,1.22%,1.28%,,62444ef542a0cd1b7d7eaee4,631f79e78238ed283a23409a,631f79e98238ed283a2340a7,631f79ea8238ed283a2340b4,631f79eb8238ed283a2340c1,631f79ec8238ed283a2340ce,,
Minellite-130,1,130 000,341250,895860,2351685,6173265,16204860,1.00%,1.05%,1.10%,1.16%,1.22%,1.28%,,62444f3642a0cd1b7d7fe748,631f79ed8238ed283a2340db,631f79ee8238ed283a2340e8,631f79ef8238ed283a2340f5,631f79f08238ed283a234102,631f79f18238ed283a23410f,,
Saturn-6,2,300 000,787500,2067240,5426505,14244615,37392180,2.00%,2.10%,2.21%,2.32%,2.43%,2.55%,,62447d7842a0cd1b7d324dcf,631f79f38238ed283a23411c,631f79f48238ed283a234129,631f79f58238ed283a234136,631f79f68238ed283a234143,631f79f78238ed283a234150,,
AI-miner,1,200 000,525000,1378125,3617670,9496410,24928155,2.00%,2.10%,2.21%,2.32%,2.43%,2.55%,,62447dbe42a0cd1b7d3350b0,631f79f88238ed283a23415d,631f79f98238ed283a23416a,631f79fa8238ed283a234177,631f79fc8238ed283a234184,631f79fd8238ed283a234191,,
RollerFuture,2,500 000,1312500,3445365,9044175,23741025,62320230,3.00%,3.15%,3.31%,3.47%,3.65%,3.83%,,62447dd842a0cd1b7d33b139,631f79fe8238ed283a23419e,631f79ff8238ed283a2341ab,631f7a008238ed283a2341b8,631f7a018238ed283a2341c5,631f7a028238ed283a2341d2,,
JPEG Collectooor,2,100 000,262500,689115,1808940,4748520,12464865,1.00%,1.05%,1.10%,1.16%,1.22%,1.28%,,6231c3cda258d58160d53607,631f7a038238ed283a2341df,631f7a048238ed283a2341ec,631f7a058238ed283a2341f9,631f7a078238ed283a234206,631f7a088238ed283a234213,,
Fluffy-Miner,2,550 000,1443750,3789870,9948435,26114655,68551035,3.00%,3.15%,3.31%,3.47%,3.65%,3.83%,,625410ae42a0cd1b7d9c67e0,631f7a098238ed283a234220,631f7a0a8238ed283a23422d,631f7a0b8238ed283a23423a,631f7a0c8238ed283a234247,631f7a0d8238ed283a234254,,
Happy Easter,2,80 000,210000,551250,1447110,3798690,9971640,1.00%,1.05%,1.10%,1.16%,1.22%,1.28%,,6254115642a0cd1b7d9dd0d9,631f7a0e8238ed283a234261,631f7a108238ed283a23426e,631f7a118238ed283a23427b,631f7a128238ed283a234288,631f7a138238ed283a234295,,
The Leyak,2,20 000,52500,137865,361935,950145,2494170,0.25%,0.26%,0.28%,0.29%,0.30%,0.32%,,6255406042a0cd1b7dde6824,631f7a148238ed283a2342a2,631f7a158238ed283a2342af,631f7a168238ed283a2342bc,631f7a178238ed283a2342c9,631f7a188238ed283a2342d6,,
Cornucopia,2,20 000,52500,137865,361935,950145,2494170,0.25%,0.26%,0.28%,0.29%,0.30%,0.32%,,62553f2f42a0cd1b7dda81da,631f7a1a8238ed283a2342e3,631f7a1b8238ed283a2342f0,631f7a1c8238ed283a2342fd,631f7a1d8238ed283a23430a,631f7a1e8238ed283a234317,,
Khepri,2,20 000,52500,137865,361935,950145,2494170,0.25%,0.26%,0.28%,0.29%,0.30%,0.32%,,62553f0e42a0cd1b7dda1a7d,631f7a1f8238ed283a234324,631f7a208238ed283a234331,631f7a218238ed283a23433e,631f7a228238ed283a23434b,631f7a238238ed283a234358,,
Mictlan,2,20 000,52500,137865,361935,950145,2494170,0.25%,0.26%,0.28%,0.29%,0.30%,0.32%,,62553ed642a0cd1b7dd954b6,631f7a248238ed283a234365,631f7a268238ed283a234372,631f7a278238ed283a23437f,631f7a288238ed283a23438c,631f7a298238ed283a234399,,
Ouroboros,2,40 000,105000,275625,723555,1899345,4985820,0.25%,0.26%,0.28%,0.29%,0.30%,0.32%,,62553ea742a0cd1b7dd8a09a,631f7a2a8238ed283a2343a6,631f7a2b8238ed283a2343b3,631f7a2c8238ed283a2343c0,631f7a2d8238ed283a2343cd,631f7a2e8238ed283a2343da,,
Anubis,2,45 000,118125,310170,814275,2137485,5610990,0.25%,0.26%,0.28%,0.29%,0.30%,0.32%,,62553e7542a0cd1b7dd7e403,631f7a2f8238ed283a2343e7,631f7a308238ed283a2343f4,631f7a318238ed283a234401,631f7a338238ed283a23440e,631f7a348238ed283a23441b,,
The Black Pearl,2,50 000,131250,344610,904680,2374785,6233850,0.50%,0.53%,0.55%,0.58%,0.61%,0.64%,,62553dd842a0cd1b7dd592eb,631f7a358238ed283a234428,631f7a368238ed283a234435,631f7a378238ed283a234442,631f7a388238ed283a23444f,631f7a398238ed283a23445c,,
The Minertaur,2,100 000,262500,689115,1808940,4748520,12464865,1.00%,1.05%,1.10%,1.16%,1.22%,1.28%,,62553d7b42a0cd1b7dd45438,631f7a3a8238ed283a234469,631f7a3b8238ed283a234476,631f7a3c8238ed283a234483,631f7a3d8238ed283a234490,631f7a3f8238ed283a23449d,,
Mahakala,2,120 000,315000,826875,2170560,5697720,14956515,1.00%,1.05%,1.10%,1.16%,1.22%,1.28%,,62553d5642a0cd1b7dd3d7a3,631f7a408238ed283a2344aa,631f7a418238ed283a2344b7,631f7a428238ed283a2344c4,631f7a438238ed283a2344d1,631f7a458238ed283a2344de,,
Golden Fleece,2,500 000,1312500,3445365,9044175,23741025,62320230,3.00%,3.15%,3.31%,3.47%,3.65%,3.83%,,62553d1342a0cd1b7dd31292,631f7a468238ed283a2344eb,631f7a478238ed283a2344f8,631f7a488238ed283a234505,631f7a498238ed283a234512,631f7a4a8238ed283a23451f,,
Flamin-Go,2,50 000,131250,344610,904680,2374785,6233850,0.50%,0.53%,0.55%,0.58%,0.61%,0.64%,,629615fa530f48a8e769b2dc,631f7a4b8238ed283a23452c,631f7a4c8238ed283a234539,631f7a4d8238ed283a234546,631f7a4f8238ed283a234553,631f7a508238ed283a234560,,
Raver Crab,1,1,105,315,840,2205,5880,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,,629616e8530f48a8e76de5e4,631f7a518238ed283a23456d,631f7a528238ed283a23457a,631f7a538238ed283a234587,631f7a548238ed283a234594,631f7a558238ed283a2345a1,,
Chaise Longue,2,25 000,65625,172305,452340,1187445,3117135,0.25%,0.26%,0.28%,0.29%,0.30%,0.32%,,62961778530f48a8e77085e8,631f7a568238ed283a2345ae,631f7a578238ed283a2345bb,631f7a588238ed283a2345c8,631f7a598238ed283a2345d5,631f7a5a8238ed283a2345e2,,
Token Surfboard,2,35 000,91875,241185,633150,1662045,4362960,0.25%,0.26%,0.28%,0.29%,0.30%,0.32%,,629618ca530f48a8e77652ef,631f7a5b8238ed283a2345ef,631f7a5d8238ed283a2345fc,631f7a5e8238ed283a234609,631f7a5f8238ed283a234616,631f7a608238ed283a234623,,
Mine'n'Bass,2,50 000,131250,344610,904680,2374785,6233850,0.50%,0.53%,0.55%,0.58%,0.61%,0.64%,,62962127530f48a8e79cf81f,631f7a618238ed283a234630,631f7a628238ed283a23463d,631f7a638238ed283a23464a,631f7a648238ed283a234657,631f7a658238ed283a234664,,
Sandy's Castle,2,65 000,170625,447930,1175895,3086790,8102850,0.50%,0.53%,0.55%,0.58%,0.61%,0.64%,,62962194530f48a8e79ef9b8,631f7a668238ed283a234671,631f7a688238ed283a23467e,631f7a698238ed283a23468b,631f7a6a8238ed283a234698,631f7a6b8238ed283a2346a5,,
WaterSoaker-3000,2,85 000,223125,585795,1537725,4036620,10596180,0.50%,0.53%,0.55%,0.58%,0.61%,0.64%,,6296220a530f48a8e7a12a18,631f7a6c8238ed283a2346b2,631f7a6d8238ed283a2346bf,631f7a6e8238ed283a2346cc,631f7a708238ed283a2346d9,631f7a718238ed283a2346e6,,
Afterparty,2,125 000,328125,861420,2261280,5935860,15581685,1.00%,1.05%,1.10%,1.16%,1.22%,1.28%,,6296227e530f48a8e7a34e16,631f7a728238ed283a2346f3,631f7a738238ed283a234700,631f7a748238ed283a23470d,631f7a758238ed283a23471a,631f7a768238ed283a234727,,
Air Mattress,2,200 000,525000,1378125,3617670,9496410,24928155,1.00%,1.05%,1.10%,1.16%,1.22%,1.28%,,629622eb530f48a8e7a52283,631f7a778238ed283a234734,631f7a788238ed283a234741,631f7a798238ed283a23474e,631f7a7a8238ed283a23475b,631f7a7c8238ed283a234768,,
Pearl-Coin,1,100 000,262500,689115,1808940,4748520,12464865,1.00%,1.05%,1.10%,1.16%,1.22%,1.28%,,62962355530f48a8e7a7062a,631f7a7d8238ed283a234775,631f7a7e8238ed283a234782,631f7a7f8238ed283a23478f,631f7a808238ed283a23479c,631f7a818238ed283a2347a9,,
Iced-out'-Cream,2,350 000,918750,2411745,6330870,16618560,43623720,2.00%,2.10%,2.21%,2.32%,2.43%,2.55%,,629623c5530f48a8e7a90896,631f7a828238ed283a2347b6,631f7a838238ed283a2347c3,631f7a848238ed283a2347d0,631f7a868238ed283a2347dd,631f7a878238ed283a2347ea,,
Lifebuoy,1,150 000,393750,1033620,2713305,7122465,18696510,2.00%,2.10%,2.21%,2.32%,2.43%,2.55%,,62962764530f48a8e7b97156,631f7a888238ed283a2347f7,631f7a898238ed283a234804,631f7a8a8238ed283a234811,631f7a8b8238ed283a23481e,631f7a8c8238ed283a23482b,,
Speedster-9000,2,550 000,1443750,3789870,9948435,26114655,68551035,3.00%,3.15%,3.31%,3.47%,3.65%,3.83%,,629627d7530f48a8e7bb8f61,631f7a8d8238ed283a234838,631f7a8e8238ed283a234845,631f7a8f8238ed283a234852,631f7a918238ed283a23485f,631f7a928238ed283a23486c,,
Deepdiver,2,12 500,32865,86310,226590,594825,1561455,0.25%,0.26%,0.28%,0.29%,0.30%,0.32%,,62a722279b5a37db46c0bca5,631f7a938238ed283a234879,631f7a948238ed283a234886,631f7a958238ed283a234893,631f7a968238ed283a2348a0,631f7a978238ed283a2348ad,,
Subminerine,2,15 000,39375,103425,271530,712845,1871310,0.25%,0.26%,0.28%,0.29%,0.30%,0.32%,,62a721f19b5a37db46bf9780,631f7a988238ed283a2348ba,631f7a998238ed283a2348c7,631f7a9b8238ed283a2348d4,631f7a9c8238ed283a2348e1,631f7a9d8238ed283a2348ee,,
TurtleCoin,2,20 000,52500,137865,361935,950145,2494170,0.25%,0.26%,0.28%,0.29%,0.30%,0.32%,,62a721b59b5a37db46be6dc2,631f7a9e8238ed283a2348fb,631f7a9f8238ed283a234908,631f7aa08238ed283a234915,631f7aa18238ed283a234922,631f7aa28238ed283a23492f,,
Octominer,2,25 000,65625,172305,452340,1187445,3117135,0.25%,0.26%,0.28%,0.29%,0.30%,0.32%,,62a721219b5a37db46bb72b8,631f7aa38238ed283a23493c,631f7aa58238ed283a234949,631f7aa68238ed283a234956,631f7aa78238ed283a234963,631f7aa88238ed283a234970,,
BlobPat,2,30 000,78750,206745,542745,1424745,3739995,0.25%,0.26%,0.28%,0.29%,0.30%,0.32%,,62a71fed9b5a37db46b4cea0,631f7aa98238ed283a23497d,631f7aaa8238ed283a23498a,631f7aab8238ed283a234997,631f7aac8238ed283a2349a4,631f7aae8238ed283a2349b1,,
Golden Corral,2,40 000,105000,275625,723555,1899345,4985820,0.25%,0.26%,0.28%,0.29%,0.30%,0.32%,,62a71fac9b5a37db46b36976,631f7aaf8238ed283a2349be,631f7ab08238ed283a2349cb,631f7ab18238ed283a2349d8,631f7ab28238ed283a2349e5,631f7ab38238ed283a2349f2,,
The Trapped,2,55 000,144375,379050,995085,2612190,6857025,0.50%,0.53%,0.55%,0.58%,0.61%,0.64%,,62a71f559b5a37db46b18caa,631f7ab48238ed283a2349ff,631f7ab58238ed283a234a0c,631f7ab78238ed283a234a19,631f7ab88238ed283a234a26,631f7ab98238ed283a234a33,,
Eviltopus,2,100 000,262500,689115,1808940,4748520,12464865,1.00%,1.05%,1.10%,1.16%,1.22%,1.28%,,62a71eee9b5a37db46af496e,631f7aba8238ed283a234a40,631f7abb8238ed283a234a4d,631f7abc8238ed283a234a5a,631f7abd8238ed283a234a67,631f7abe8238ed283a234a74,,
Umigame,2,130 000,341250,895860,2351685,6173265,16204860,1.00%,1.05%,1.10%,1.16%,1.22%,1.28%,,62a71ea19b5a37db46ada4d4,631f7abf8238ed283a234a81,631f7ac08238ed283a234a8e,631f7ac18238ed283a234a9b,631f7ac38238ed283a234aa8,631f7ac48238ed283a234ab5,,
Diving Mask,2,550 000,1443750,3789870,9948435,26114655,68551035,3.00%,3.15%,3.31%,3.47%,3.65%,3.83%,,62a71e419b5a37db46aba54c,631f7ac58238ed283a234ac2,631f7ac68238ed283a234acf,631f7ac78238ed283a234adc,631f7ac88238ed283a234ae9,631f7ac98238ed283a234af6,,
DragonPride 16T+,2,50 000,131250,344610,904680,2374785,6233850,0.75%,0.79%,0.83%,0.87%,0.91%,0.96%,,62b068ec9b5a37db46189072,631f7aca8238ed283a234b03,631f7acb8238ed283a234b10,631f7acd8238ed283a234b1d,631f7ace8238ed283a234b2a,631f7acf8238ed283a234b37,,
RollerPride S9+,2,50 000,131250,344610,904680,2374785,6233850,0.75%,0.79%,0.83%,0.87%,0.91%,0.96%,,62b0696e9b5a37db461b478b,631f7ad08238ed283a234b44,631f7ad18238ed283a234b51,631f7ad28238ed283a234b5e,631f7ad38238ed283a234b6b,631f7ad48238ed283a234b78,,
Declarator 407+,2,407 000,1068375,2804550,7361970,19325250,50728860,4.00%,4.20%,4.41%,4.63%,4.86%,5.11%,,62bab8944616472f6ce28842,631f7ad58238ed283a234b85,631f7ad68238ed283a234b92,631f7ad78238ed283a234b9f,631f7ad88238ed283a234bac,631f7ada8238ed283a234bb9,,
Palm Beach,2,75 000,196875,516810,1356705,3561390,9348675,0.75%,0.79%,0.83%,0.87%,0.91%,0.96%,,62bac5d09b5a37db461f6ade,631f7adb8238ed283a234bc6,631f7adc8238ed283a234bd3,631f7add8238ed283a234be0,631f7ade8238ed283a234bed,631f7adf8238ed283a234bfa,,
Sunset Beach,2,350 000,918750,2411745,6330870,16618560,43623720,2.00%,2.10%,2.21%,2.32%,2.43%,2.55%,,62bac60c9b5a37db4620b95a,631f7ae08238ed283a234c07,631f7ae18238ed283a234c14,631f7ae28238ed283a234c21,631f7ae38238ed283a234c2e,631f7ae48238ed283a234c3b,,
Sugar-Melon,2,750 000,1968750,5167995,13566000,35610750,93478245,4.00%,4.20%,4.41%,4.63%,4.86%,5.11%,,62bac64c9b5a37db46221d7e,631f7ae58238ed283a234c48,631f7ae78238ed283a234c55,631f7ae88238ed283a234c62,631f7ae98238ed283a234c6f,631f7aea8238ed283a234c7c,,
Mr. Wilson,2,125 000,328125,861420,2261280,5935860,15581685,1.50%,1.58%,1.65%,1.74%,1.82%,1.91%,,62cc041881b1c8e6926cecf6,631f7aeb8238ed283a234c89,631f7aec8238ed283a234c96,631f7aed8238ed283a234ca3,631f7aee8238ed283a234cb0,631f7aef8238ed283a234cbd,,
Jungle King,2,16 800,44100,115815,304080,798210,2095380,0.50%,0.53%,0.55%,0.58%,0.61%,0.64%,,62d687ba81b1c8e692c19e43,631f7af08238ed283a234cca,631f7af18238ed283a234cd7,631f7af38238ed283a234ce4,631f7af48238ed283a234cf1,631f7af58238ed283a234cfe,,
Dancing Queen,2,78 000,204750,537495,1410990,3703875,9722685,0.75%,0.79%,0.83%,0.87%,0.91%,0.96%,,62d687e681b1c8e692c2de01,631f7af68238ed283a234d0b,631f7af78238ed283a234d18,631f7af88238ed283a234d25,631f7af98238ed283a234d32,631f7afa8238ed283a234d3f,,
Etherilliant,2,825 000,2165625,5684805,14922705,39172140,102826920,1.50%,1.58%,1.65%,1.74%,1.82%,1.91%,,62e000cf81b1c8e692fa0e1f,631f7afb8238ed283a234d4c,631f7afc8238ed283a234d59,631f7afd8238ed283a234d66,631f7afe8238ed283a234d73,631f7aff8238ed283a234d80,,
8blessed,2,33 000,86625,227430,597030,1567230,4114005,0.00%,0.55%,1.66%,2.08%,2.60%,3.90%,,6231c296a258d58160cdf676,631f7b018238ed283a234d8d,631f7b028238ed283a234d9a,631f7b038238ed283a234da7,631f7b048238ed283a234db4,631f7b058238ed283a234dc1,,
8bubbled,2,165 000,433125,1137045,2984835,7835205,20567505,0.00%,0.57%,1.71%,2.13%,2.67%,4.00%,,6231c273a258d58160cd1b51,631f7b068238ed283a234dce,631f7b078238ed283a234ddb,631f7b088238ed283a234de8,631f7b098238ed283a234df5,631f7b0a8238ed283a234e02,,
8bearded,2,330 000,866250,2273985,5969250,15669360,41132070,0.00%,1.14%,3.41%,4.27%,5.33%,8.00%,,6231c24ba258d58160cc1526,631f7b0b8238ed283a234e0f,631f7b0c8238ed283a234e1c,631f7b0d8238ed283a234e29,631f7b0f8238ed283a234e36,631f7b108238ed283a234e43,,
Dawn-To-Dusk,2,64 800,170100,446565,1172325,3077445,8078385,0.00%,0.55%,1.66%,2.08%,2.60%,3.90%,,62f3c12e81b1c8e692098d7e,631f7b118238ed283a234e50,631f7b128238ed283a234e5d,631f7b138238ed283a234e6a,631f7b148238ed283a234e77,631f7b158238ed283a234e84,,
Night's Shade,2,189 000,496125,1302420,3418905,8974665,23558535,0.00%,0.65%,1.96%,2.45%,3.07%,4.60%,,62f3c15081b1c8e6920a8e04,631f7b168238ed283a234e91,631f7b178238ed283a234e9e,631f7b188238ed283a234eab,631f7b198238ed283a234eb8,631f7b1a8238ed283a234ec5,,
Full Circle,2,465 000,1220625,3204180,8411025,22078980,57957375,0.00%,1.61%,4.82%,6.03%,7.53%,11.30%,,62f3c16c81b1c8e6920b58c8,631f7b1b8238ed283a234ed2,631f7b1c8238ed283a234edf,631f7b1e8238ed283a234eec,631f7b1f8238ed283a234ef9,631f7b208238ed283a234f06,,
